# ----------------------------------------
# Demographic details: City
# Account: Outer Banks CDJR
# Property: American Bathroom Remodelers
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260913
City,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
(not set),1469,2818,277,0.10637480798771122,0.18856364874063988,7.364874063989109,9361,0,0,0
New York,1306,1967,60,0.0357355568790947,0.045941807044410414,1.9241960183767228,6123,0,0,0
San Diego,984,1886,803,0.4021031547320981,0.8160569105691057,72.1290650406504,10874,9,0.006097560975609756,0
Chicago,926,1245,30,0.027522935779816515,0.032397408207343416,5.08963282937365,3837,0,0,0
Los Angeles,621,945,222,0.2860824742268041,0.357487922705314,30.610305958132045,3978,0,0,0
McAlester,125,250,0,0,0,0,750,0,0,0
Frankfurt am Main,113,226,4,0.017857142857142856,0.035398230088495575,0.3008849557522124,687,0,0,0
Jakarta,103,205,0,0,0,0.1553398058252427,622,0,0,0
Chula Vista,97,180,67,0.42138364779874216,0.6907216494845361,48.04123711340206,934,0,0,0
Denver,90,126,21,0.1875,0.23333333333333334,5.566666666666666,412,0,0,0
El Cajon,89,169,69,0.46,0.7752808988764045,51.80898876404494,820,0,0,0
Houston,87,161,11,0.0738255033557047,0.12643678160919541,5.839080459770115,514,0,0,0
Santa Clara,77,151,8,0.06015037593984962,0.1038961038961039,3.727272727272727,498,0,0,0
London,76,151,10,0.0684931506849315,0.13157894736842105,3.0789473684210527,499,0,0,0
Ashburn,68,125,18,0.15517241379310345,0.2647058823529412,10.75,489,0,0,0
Oceanside,68,128,47,0.3643410852713178,0.6911764705882353,65.11764705882354,664,0,0,0
Carlsbad,59,114,54,0.4090909090909091,0.9152542372881356,88.8135593220339,698,1,0.01694915254237288,0
Tirana,50,97,3,0.031578947368421054,0.06,0,294,0,0,0
Sydney,45,90,6,0.06666666666666667,0.13333333333333333,4.688888888888889,288,0,0,0
Leesburg,44,88,0,0,0,0,264,0,0,0
Madrid,44,88,0,0,0,0,266,0,0,0
Santee,44,82,26,0.33766233766233766,0.5909090909090909,64.43181818181819,346,0,0,0
Atlanta,43,82,14,0.1891891891891892,0.32558139534883723,21.813953488372093,296,0,0,0
Escondido,40,76,28,0.5185185185185185,0.7,45.6,350,0,0,0
Washington,38,75,7,0.10606060606060606,0.18421052631578946,7.815789473684211,265,0,0,0
Yerevan,38,75,4,0.05333333333333334,0.10526315789473684,0,229,0,0,0
Kabul,36,62,3,0.05,0.08333333333333333,0,189,0,0,0
Reston,36,72,1,0.014285714285714285,0.027777777777777776,3.5833333333333335,227,0,0,0
Davao City,34,55,83,0.6014492753623188,2.4411764705882355,202.55882352941177,1193,3,0.058823529411764705,0
North Bethesda,34,68,5,0.07462686567164178,0.14705882352941177,7.235294117647059,229,0,0,0
Secaucus,34,68,0,0,0,0,206,0,0,0
Slough,33,66,0,0,0,0,199,0,0,0
San Jose,32,62,30,0.5263157894736842,0.9375,39.65625,311,1,0.03125,0
La Mesa,31,59,36,0.4090909090909091,1.1612903225806452,66.6774193548387,435,0,0,0
Dallas,30,57,17,0.3333333333333333,0.5666666666666667,48.333333333333336,260,0,0,0
Dubai,30,59,5,0.08620689655172414,0.16666666666666666,0.3333333333333333,186,0,0,0
Toronto,30,60,5,0.09259259259259259,0.16666666666666666,4.2,211,0,0,0
Lahore,29,57,40,0.6779661016949152,1.3793103448275863,16.75862068965517,287,0,0,0
Phoenix,29,56,14,0.28,0.4827586206896552,35.86206896551724,207,3,0.034482758620689655,0
Las Vegas,28,48,23,0.4339622641509434,0.8214285714285714,25.178571428571427,241,0,0,0
Charlotte,27,53,5,0.10416666666666667,0.18518518518518517,14.703703703703704,219,0,0,0
Pittsburgh,27,52,5,0.10204081632653061,0.18518518518518517,6.851851851851852,169,0,0,0
Glenview,26,50,0,0,0,0,150,0,0,0
Hong Kong,26,50,3,0.08823529411764706,0.11538461538461539,1.1538461538461537,162,0,0,0
Manila,25,50,1,0.02040816326530612,0.04,0.52,155,0,0,0
San Antonio,25,50,2,0.045454545454545456,0.08,3.68,172,0,0,0
Cheyenne,24,47,20,0.4444444444444444,0.8333333333333334,22.416666666666668,184,0,0,0
San Francisco,24,36,12,0.36363636363636365,0.5,18.083333333333332,149,0,0,0
Aubervilliers,23,46,0,0,0,0,139,0,0,0
Elk Grove Village,23,46,2,0.047619047619047616,0.08695652173913043,2.4782608695652173,141,0,0,0
Miami,23,44,12,0.32432432432432434,0.5217391304347826,32.08695652173913,173,0,0,0
Paris,23,40,8,0.18604651162790697,0.34782608695652173,3.8260869565217392,152,0,0,0
Philadelphia,23,46,5,0.11904761904761904,0.21739130434782608,1.391304347826087,152,0,0,0
Tulsa,23,46,5,0.10869565217391304,0.21739130434782608,3.130434782608696,150,0,0,0
Dhaka,22,43,32,0.6956521739130435,1.4545454545454546,160.36363636363637,401,0,0,0
Forest City,22,41,12,0.2857142857142857,0.5454545454545454,2.909090909090909,141,0,0,0
San Marcos,22,44,14,0.42424242424242425,0.6363636363636364,68.31818181818181,206,0,0,0
Alcobendas,21,42,0,0,0,0,126,0,0,0
Council Bluffs,21,42,12,0.36363636363636365,0.5714285714285714,12.285714285714286,147,0,0,0
Honolulu,21,32,4,0.15384615384615385,0.19047619047619047,9.523809523809524,117,0,0,0
Oklahoma City,21,42,3,0.07894736842105263,0.14285714285714285,40.80952380952381,143,0,0,0
Portland,21,30,12,0.375,0.5714285714285714,18.857142857142858,117,0,0,0
Massapequa Park,20,40,0,0,0,0,120,0,0,0
Oak Lawn,20,40,0,0,0,0,120,0,0,0
Prineville,20,40,16,0.42105263157894735,0.8,7.5,140,0,0,0
Seattle,20,37,17,0.5483870967741935,0.85,57.35,187,0,0,0
Vista,20,37,17,0.5,0.85,59.9,197,0,0,0
Eau Claire,19,38,0,0,0,0,114,0,0,0
Franconia,19,38,0,0,0,0,114,0,0,0
Poway,19,34,7,0.2413793103448276,0.3684210526315789,5.526315789473684,130,0,0,0
Dublin,18,36,19,0.5277777777777778,1.0555555555555556,4.555555555555555,130,0,0,0
Encinitas,17,30,15,0.5769230769230769,0.8823529411764706,57.705882352941174,149,0,0,0
Cheney,16,30,3,0.0967741935483871,0.1875,16.6875,99,0,0,0
Town 'n' Country,16,32,0,0,0,0,96,0,0,0
Aspen,15,30,4,0.15384615384615385,0.26666666666666666,5.066666666666666,106,0,0,0
Austin,15,23,7,0.3181818181818182,0.4666666666666667,13.6,91,0,0,0
Columbus,15,30,2,0.06896551724137931,0.13333333333333333,2.1333333333333333,98,0,0,0
Fort Worth,15,28,6,0.2222222222222222,0.4,4,93,0,0,0
Santa Rosa,15,30,8,0.5,0.5333333333333333,39.333333333333336,150,0,0,0
Sheboygan,15,30,0,0,0,0,90,0,0,0
Shelbyville,15,30,1,0.034482758620689655,0.06666666666666667,0.6666666666666666,92,0,0,0
Solon,15,30,0,0,0,0,90,0,0,0
West Allis,15,30,0,0,0,0,90,0,0,0
Osaka,14,28,0,0,0,0,85,0,0,0
Piscataway,14,28,2,0.07142857142857142,0.14285714285714285,1.2857142857142858,85,0,0,0
Boston,13,14,9,0.6,0.6923076923076923,91,85,0,0,0
Carnegie,13,26,2,0.07692307692307693,0.15384615384615385,11.846153846153847,80,0,0,0
Chattogram,13,21,27,0.48214285714285715,2.076923076923077,43.38461538461539,271,0,0,0
Coon Rapids,13,25,1,0.04,0.07692307692307693,0,77,0,0,0
Mesa,13,26,5,0.22727272727272727,0.38461538461538464,31.153846153846153,117,0,0,0
National City,13,25,12,0.631578947368421,0.9230769230769231,13.692307692307692,103,0,0,0
North Charleston,13,26,8,0.32,0.6153846153846154,12.538461538461538,87,0,0,0
St. Cloud,13,25,1,0.041666666666666664,0.07692307692307693,4.153846153846154,78,0,0,0
Warsaw,13,24,1,0.05,0.07692307692307693,19,75,0,0,0
Fairfax,12,23,0,0,0,0,69,0,0,0
Lulea,12,24,13,0.5416666666666666,1.0833333333333333,8.666666666666666,86,0,0,0
Singapore,12,20,6,0.2727272727272727,0.5,6.833333333333333,67,0,0,0
Spring Valley,12,23,11,0.4583333333333333,0.9166666666666666,51.916666666666664,111,0,0,0
West Mifflin,12,24,0,0,0,0,72,0,0,0
Zaragoza,12,24,0,0,0,0,72,0,0,0
Anaheim,11,16,7,0.4375,0.6363636363636364,82.36363636363636,95,0,0,0
Boardman,11,21,6,0.3,0.5454545454545454,9.636363636363637,79,0,0,0
Delhi,11,22,17,0.7083333333333334,1.5454545454545454,28.818181818181817,125,0,0,0
Ebensburg,11,22,0,0,0,0,66,0,0,0
Islamabad,11,22,28,0.7,2.5454545454545454,126.36363636363636,165,0,0,0
Karachi,11,22,20,0.8695652173913043,1.8181818181818181,89.72727272727273,187,0,0,0
Lebanon,11,22,0,0,0,0,66,0,0,0
Rancho San Diego,11,20,10,0.43478260869565216,0.9090909090909091,98.63636363636364,121,0,0,0
Bologna,10,20,9,0.5625,0.9,19.1,103,0,0,0
Hyderabad,10,20,17,1,1.7,27.6,114,0,0,0
Lanzhou,10,19,3,0.15789473684210525,0.3,0,60,0,0,0
Montreal,10,20,3,0.15789473684210525,0.3,3.3,74,0,0,0
Mumbai,10,20,6,0.3,0.6,6.7,71,0,0,0
North Olmsted,10,20,0,0,0,0,60,0,0,0
Temecula,10,20,7,0.5,0.7,83,100,0,0,0
The Dalles,10,19,5,0.3125,0.5,13.6,63,0,0,0
Tijuana,10,19,8,0.6666666666666666,0.8,76.8,99,0,0,0
Tyrone,10,20,0,0,0,0,60,0,0,0
Vancouver,10,20,1,0.05,0.1,8.7,71,0,0,0
Altoona,9,17,7,0.4117647058823529,0.7777777777777778,2.6666666666666665,59,0,0,0
Arcata,9,12,6,0.6666666666666666,0.6666666666666666,38,62,0,0,0
Bengaluru,9,17,12,0.631578947368421,1.3333333333333333,13.88888888888889,86,0,0,0
Casa de Oro-Mount Helix,9,18,7,0.4666666666666667,0.7777777777777778,72.77777777777777,84,0,0,0
Erlenbach,9,18,0,0,0,0,54,0,0,0
Fairfield,9,18,5,0.45454545454545453,0.5555555555555556,60.44444444444444,96,0,0,0
Faisalabad,9,18,13,0.6842105263157895,1.4444444444444444,19.444444444444443,103,0,0,0
Fernandina Beach,9,18,0,0,0,0,54,0,0,0
Irvine,9,18,10,0.7692307692307693,1.1111111111111112,40.55555555555556,90,0,0,0
Keansburg,9,18,0,0,0,0,54,0,0,0
Ovilla,9,18,0,0,0,0,55,0,0,0
Port Huron,9,18,0,0,0,0,54,0,0,0
Ramona,9,18,9,0.47368421052631576,1,78.22222222222223,125,0,0,0
Westerville,9,18,0,0,0,0,54,0,0,0
Albuquerque,8,16,2,0.14285714285714285,0.25,19.25,53,0,0,0
Cagayan De Oro City,8,10,13,0.5909090909090909,1.625,35.625,119,1,0.125,0
Gustine,8,10,8,1,1,72.375,66,0,0,0
Kingston,8,16,0,0,0,0,48,0,0,0
La Presa,8,16,3,0.1875,0.375,79.375,65,0,0,0
Long Beach,8,13,6,0.5,0.75,40.25,64,0,0,0
Omaha,8,14,9,0.5,1.125,25.75,75,0,0,0
Quincy,8,12,7,0.7777777777777778,0.875,91.875,73,0,0,0
Rangpur,8,16,16,0.8888888888888888,2,23.625,96,0,0,0
San Bernardino,8,14,6,0.5454545454545454,0.75,18.5,55,0,0,0
San Diego Country Estates,8,12,17,0.5666666666666667,2.125,154.5,213,0,0,0
San Luis Obispo,8,14,3,0.3333333333333333,0.375,93,72,0,0,0
Springfield,8,14,11,0.9166666666666666,1.375,61.75,64,0,0,0
Tampa,8,15,8,0.5,1,81.25,84,0,0,0
Baltimore,7,10,12,0.6666666666666666,1.7142857142857142,43.857142857142854,110,0,0,0
Copperopolis,7,12,6,0.8571428571428571,0.8571428571428571,52.857142857142854,72,0,0,0
Coronado,7,14,4,0.4,0.5714285714285714,58.714285714285715,80,0,0,0
Edinburgh,7,14,0,0,0,0,42,0,0,0
Edmonton,7,14,0,0,0,0,42,0,0,0
Jacksonville,7,14,3,0.3,0.42857142857142855,52.285714285714285,50,0,0,0
Jakobsberg,7,14,2,0.16666666666666666,0.2857142857142857,6.571428571428571,44,0,0,0
La Crosse,7,14,1,0.07142857142857142,0.14285714285714285,2.4285714285714284,45,0,0,0
Lisbon,7,12,12,0.5714285714285714,1.7142857142857142,24.142857142857142,115,0,0,0
Midlothian,7,14,0,0,0,0,42,0,0,0
Moses Lake,7,14,7,0.5,1,14.857142857142858,49,0,0,0
Sonora,7,14,3,0.3333333333333333,0.42857142857142855,42.42857142857143,67,0,0,0
Tehachapi,7,14,5,0.5,0.7142857142857143,215.14285714285714,81,0,0,0
Valley Center,7,14,9,0.8181818181818182,1.2857142857142858,146.42857142857142,69,0,0,0
Waukesha,7,14,0,0,0,0,42,0,0,0
West Vancouver,7,14,0,0,0,0,42,0,0,0
Willows,7,12,5,0.625,0.7142857142857143,31,68,0,0,0
Winter Gardens,7,14,2,0.2,0.2857142857142857,76.42857142857143,54,0,0,0
Arlington,6,10,4,0.5,0.6666666666666666,176.66666666666666,61,0,0,0
Boise,6,10,18,0.6666666666666666,3,196,203,1,0.16666666666666666,0
Bostonia,6,11,7,0.7777777777777778,1.1666666666666667,132,47,0,0,0
Carnot-Moon,6,12,0,0,0,0,36,0,0,0
Fair Lawn,6,13,11,1,1.8333333333333333,10.166666666666666,59,0,0,0
Fallbrook,6,12,2,0.2857142857142857,0.3333333333333333,11.666666666666666,44,0,0,0
Fremont,6,10,2,0.3333333333333333,0.3333333333333333,33.833333333333336,41,0,0,0
Fresno,6,12,3,0.42857142857142855,0.5,17.166666666666668,45,0,0,0
Gallatin,6,12,2,0.18181818181818182,0.3333333333333333,11.333333333333334,46,0,0,0
Gilroy,6,10,3,0.5,0.5,17.5,43,0,0,0
Gloucester,6,12,0,0,0,0,36,0,0,0
Guangzhou,6,12,3,0.2727272727272727,0.5,0.6666666666666666,40,0,0,0
Irving,6,12,7,0.5384615384615384,1.1666666666666667,136.5,83,1,0.16666666666666666,0
Lakeport,6,10,3,0.5,0.5,20.833333333333332,39,0,0,0
Lemon Grove,6,11,6,0.8571428571428571,1,157,50,0,0,0
Merrifield,6,12,0,0,0,0,36,0,0,0
Monmouth,6,8,4,0.6666666666666666,0.6666666666666666,155.5,40,0,0,0
Multan,6,10,3,0.25,0.5,4.666666666666667,41,0,0,0
Murrieta,6,12,3,0.3333333333333333,0.5,39,60,0,0,0
North Bergen,6,12,3,0.2727272727272727,0.5,7.833333333333333,42,0,0,0
Nuremberg,6,12,0,0,0,0,36,0,0,0
Ottawa,6,10,5,0.45454545454545453,0.8333333333333334,28.333333333333332,40,0,0,0
Palmdale,6,10,4,0.5714285714285714,0.6666666666666666,18.666666666666668,42,0,0,0
Pewaukee,6,12,0,0,0,0,36,0,0,0
Sacramento,6,6,7,0.7,1.1666666666666667,109.33333333333333,61,0,0,0
Salem,6,12,2,0.18181818181818182,0.3333333333333333,54.833333333333336,68,0,0,0
Santa Monica,6,10,0,0,0,0,34,0,0,0
Strongsville,6,12,0,0,0,0,36,0,0,0
Anza,5,6,2,0.4,0.4,54.6,30,0,0,0
Atwater,5,8,4,0.6666666666666666,0.8,76.8,49,0,0,0
Bahawalpur,5,10,7,0.7,1.4,68,56,0,0,0
Barstow,5,8,1,0.2,0.2,0,30,0,0,0
Bellingham,5,8,3,0.6,0.6,51.6,42,0,0,0
Berlin,5,8,6,0.42857142857142855,1.2,21.8,55,0,0,0
Clearlake,5,6,2,0.3333333333333333,0.4,5.2,32,0,0,0
Colorado Springs,5,10,1,0.1111111111111111,0.2,5.6,32,0,0,0
Costa Mesa,5,10,7,0.7777777777777778,1.4,47.6,73,0,0,0
Durham,5,10,0,0,0,2.4,33,0,0,0
Gloucester Township,5,10,0,0,0,0,30,0,0,0
Gunnison,5,10,0,0,0,0,31,0,0,0
Kirkland,5,8,2,0.4,0.4,21.6,35,0,0,0
Lagos,5,8,9,0.6923076923076923,1.8,46.8,66,1,0.2,0
Meridian,5,10,5,0.8333333333333334,1,66.4,49,0,0,0
Minato City,5,10,0,0,0,0,30,0,0,0
Minneapolis,5,9,3,0.42857142857142855,0.6,12.6,43,1,0.2,0
Ontario,5,10,3,0.5,0.6,33.4,59,0,0,0
Pendleton,5,6,4,0.6666666666666666,0.8,22.4,30,0,0,0
Rahim Yar Khan,5,10,9,0.75,1.8,18,47,0,0,0
Rancho Cucamonga,5,10,1,0.16666666666666666,0.2,22.4,41,0,0,0
Rochester,5,10,5,0.625,1,169.4,56,0,0,0
Shanghai,5,10,2,0.2222222222222222,0.4,54.4,33,0,0,0
Shinagawa City,5,10,0,0,0,0,30,0,0,0
St. Petersburg,5,10,7,0.7777777777777778,1.4,132.8,62,0,0,0
Tarrytown,5,10,0,0,0,0,30,0,0,0
Woodlake,5,8,1,0.14285714285714285,0.2,31.2,38,0,0,0
Adelaide,4,7,0,0,0,0,21,0,0,0
Alpine,4,8,5,0.8333333333333334,1.25,81.5,39,0,0,0
Amsterdam,4,8,2,0.2857142857142857,0.5,6,27,0,0,0
Arlington Heights,4,8,3,0.5,0.75,12.25,37,0,0,0
Cedar Park,4,8,3,0.3,0.75,0,36,0,0,0
Chattanooga,4,8,6,1,1.5,187.25,39,0,0,0
Coppell,4,8,0,0,0,0,24,0,0,0
Delano,4,4,2,0.5,0.5,60.5,23,0,0,0
Des Moines,4,8,5,0.7142857142857143,1.25,24,36,0,0,0
Ely,4,6,4,1,1,120.5,82,0,0,0
Frazier Park,4,8,5,1,1.25,15.25,34,0,0,0
Georgetown,4,8,4,0.5,1,18.5,28,0,0,0
Guelph,4,8,0,0,0,0,24,0,0,0
Gujranwala,4,8,7,0.875,1.75,65,51,0,0,0
Indianapolis,4,8,4,0.6666666666666666,1,74,45,0,0,0
Jamul,4,7,3,0.375,0.75,0,28,0,0,0
Julian,4,5,1,0.2,0.25,0,27,0,0,0
Memphis,4,8,0,0,0,0,24,0,0,0
Menifee,4,8,5,1,1.25,23.5,35,0,0,0
Milan,4,8,0,0,0,2.75,29,0,0,0
Moreno Valley,4,8,2,0.3333333333333333,0.5,131.5,52,0,0,0
Morristown,4,4,4,0.6666666666666666,1,25.5,32,0,0,0
Oakdale,4,6,3,0.5,0.75,204,44,0,0,0
Orlando,4,8,1,0.125,0.25,3.25,27,0,0,0
Pomona,4,8,4,0.5714285714285714,1,116.5,44,0,0,0
Quebec City,4,8,0,0,0,0,24,0,0,0
Riverside,4,8,3,0.5,0.75,63.25,37,0,0,0
Roseville,4,8,5,0.7142857142857143,1.25,121.25,65,0,0,0
Ruthen,4,8,0,0,0,0,24,0,0,0
Shinjuku City,4,8,0,0,0,0,24,0,0,0
Silver Spring,4,8,0,0,0,0,24,0,0,0
South Lake Tahoe,4,6,6,1,1.5,50.75,30,0,0,0
Spokane,4,7,4,0.8,1,56.5,59,0,0,0
Tucson,4,8,2,0.25,0.5,17.25,46,0,0,0
Turlock,4,6,4,1,1,185,27,1,0.25,0
Visalia,4,8,3,0.42857142857142855,0.75,6.5,27,0,0,0
Wasco,4,6,4,0.8,1,154.5,48,0,0,0
Yreka,4,6,4,0.8,1,59.75,37,0,0,0
Yuba City,4,6,4,0.6666666666666666,1,107.75,31,0,0,0
84432,3,6,4,0.5714285714285714,1.3333333333333333,8.666666666666666,28,0,0,0
Antipolo,3,6,4,0.6666666666666666,1.3333333333333333,20.666666666666668,28,0,0,0
Astoria,3,3,2,0.5,0.6666666666666666,48,24,0,0,0
Aurora,3,6,0,0,0,1,20,0,0,0
Bakersfield,3,6,4,0.6666666666666666,1.3333333333333333,39,23,0,0,0
Bangkok,3,6,2,0.3333333333333333,0.6666666666666666,31.333333333333332,30,0,0,0
Bayingolin Mongol Autonomous Prefecture,3,4,1,0.2,0.3333333333333333,8.333333333333334,15,0,0,0
Beachwood,3,6,0,0,0,0,18,0,0,0
Beverly Hills,3,6,0,0,0,0,18,0,0,0
Birmingham,3,6,3,0.6,1,75.66666666666667,28,0,0,0
Bloomington,3,4,0,0,0,0,20,0,0,0
Blythe,3,4,0,0,0,0,17,0,0,0
Bogota,3,6,5,0.7142857142857143,1.6666666666666667,13,31,0,0,0
Bonita,3,2,4,1,1.3333333333333333,112.33333333333333,23,0,0,0
Bonners Ferry,3,6,2,0.6666666666666666,0.6666666666666666,110.66666666666667,42,0,0,0
Brawley,3,6,3,0.75,1,18.666666666666668,23,0,0,0
Brea,3,6,5,0.7142857142857143,1.6666666666666667,273,71,0,0,0
Brookings,3,4,3,1,1,122.66666666666667,19,0,0,0
Carrollton,3,6,6,0.75,2,170,57,0,0,0
Cave Junction,3,4,2,0.6666666666666666,0.6666666666666666,38.333333333333336,23,0,0,0
Cazadero,3,6,3,1,1,7.333333333333333,21,0,0,0
Chino,3,6,1,0.25,0.3333333333333333,12.333333333333334,21,0,0,0
Cleveland,3,6,2,0.2857142857142857,0.6666666666666666,21,30,0,0,0
Colombes,3,6,0,0,0,2,21,0,0,0
Connell,3,2,2,0.6666666666666666,0.6666666666666666,696.3333333333334,12,0,0,0
Crescent City,3,6,1,0.3333333333333333,0.3333333333333333,97.33333333333333,21,0,0,0
Cypress,3,6,3,0.6,1,442.6666666666667,40,0,0,0
Detroit,3,5,1,0.3333333333333333,0.3333333333333333,3.3333333333333335,18,0,0,0
Eugene,3,4,2,0.5,0.6666666666666666,140.33333333333334,24,0,0,0
Fontana,3,6,2,0.4,0.6666666666666666,19,21,0,0,0
Gerlach,3,6,2,0.5,0.6666666666666666,21.666666666666668,31,0,0,0
Gibsonia,3,6,2,0.3333333333333333,0.6666666666666666,0,21,0,0,0
Gurugram,3,6,3,0.5,1,3.3333333333333335,23,0,0,0
Hanford,3,4,2,0.6666666666666666,0.6666666666666666,87.66666666666667,29,0,0,0
Hangzhou,3,5,1,0.2,0.3333333333333333,2.6666666666666665,16,0,0,0
Hartford,3,6,0,0,0,9,23,0,0,0
Ho Chi Minh City,3,6,1,0.2,0.3333333333333333,16.666666666666668,21,0,0,0
Hood River,3,6,3,1,1,149.66666666666666,83,0,0,0
Indore,3,6,11,0.9166666666666666,3.6666666666666665,252.33333333333334,117,0,0,0
Johnson City,3,6,2,0.5,0.6666666666666666,29.333333333333332,23,0,0,0
Kenitra,3,6,0,0,0,0,18,0,0,0
La Mirada,3,6,2,0.5,0.6666666666666666,68.33333333333333,33,0,0,0
LaCrosse,3,3,3,0.75,1,62.333333333333336,20,0,0,0
Lake San Marcos,3,6,2,0.4,0.6666666666666666,19,22,0,0,0
Lakeside,3,6,2,0.13333333333333333,0.6666666666666666,4.666666666666667,48,0,0,0
Las Vegas Valley,3,6,2,0.5,0.6666666666666666,17,21,0,0,0
Leander,3,6,2,0.5,0.6666666666666666,11.666666666666666,22,0,0,0
Ludhiana,3,4,1,0.14285714285714285,0.3333333333333333,4,33,0,0,0
Marietta,3,6,4,0.6666666666666666,1.3333333333333333,34.666666666666664,28,0,0,0
Marrakesh,3,6,5,1,1.6666666666666667,31,24,0,0,0
Marysville,3,4,3,1,1,64.33333333333333,24,0,0,0
Medford,3,4,1,0.25,0.3333333333333333,18.666666666666668,17,0,0,0
Milton,3,6,0,0,0,0,18,0,0,0
Newman,3,3,2,0.4,0.6666666666666666,120,15,0,0,0
Norwalk,3,6,3,0.75,1,72,23,0,0,0
Oakhurst,3,6,1,0.14285714285714285,0.3333333333333333,12.666666666666666,29,0,0,0
Oakland,3,5,3,0.75,1,119.66666666666667,52,0,0,0
Orem,3,5,1,0.25,0.3333333333333333,221.33333333333334,23,0,0,0
Othello,3,4,1,0.3333333333333333,0.3333333333333333,122.66666666666667,20,0,0,0
Palm Beach Gardens,3,6,2,0.6666666666666666,0.6666666666666666,18.666666666666668,109,0,0,0
Portola,3,6,2,0.6666666666666666,0.6666666666666666,121.33333333333333,41,0,0,0
Pune,3,8,4,0.8,1.3333333333333333,42.666666666666664,45,0,0,0
Qingdao,3,5,0,0,0,0.6666666666666666,17,0,0,0
Radford,3,6,0,0,0,12,24,0,0,0
Raleigh,3,6,0,0,0,3,20,0,0,0
Rialto,3,6,3,0.6,1,28,37,0,0,0
Rocky Mount,3,6,3,0.6,1,69.66666666666667,22,0,0,0
Rosamond,3,4,1,0.3333333333333333,0.3333333333333333,13.333333333333334,18,0,0,0
Rumford,3,2,4,1,1.3333333333333333,61,14,0,0,0
Scottsdale,3,6,2,0.3333333333333333,0.6666666666666666,35,29,0,0,0
Shasta Lake,3,4,2,0.6666666666666666,0.6666666666666666,72,22,0,0,0
Silver Springs,3,6,2,0.6666666666666666,0.6666666666666666,93.66666666666667,28,0,0,0
Solana Beach,3,6,2,0.2857142857142857,0.6666666666666666,68.66666666666667,30,0,0,0
Southampton,3,6,0,0,0,0,18,0,0,0
Susanville,3,6,2,0.5,0.6666666666666666,62.666666666666664,26,0,0,0
Troy,3,6,2,0.5,0.6666666666666666,33.333333333333336,26,0,0,0
Upland,3,6,3,0.75,1,145.33333333333334,38,0,0,0
Vienna,3,6,1,0.16666666666666666,0.3333333333333333,9,23,0,0,0
Weehawken Township,3,6,0,0,0,0,18,0,0,0
Wichita,3,5,0,0,0,5.666666666666667,17,0,0,0
Yerington,3,5,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,20,0,0,0
,2,4,2,0.6666666666666666,1,14,19,0,0,0
Aberdeen,2,4,3,1,1.5,73,15,0,0,0
Acton,2,4,1,0.25,0.5,10,14,0,0,0
Adelanto,2,4,2,1,1,0,14,0,0,0
Agadir,2,4,3,1,1.5,22,33,0,0,0
Akron,2,4,1,0.3333333333333333,0.5,12,17,0,0,0
Alexandria,2,4,3,1,1.5,47.5,21,0,0,0
Anchorage,2,4,3,1,1.5,55,31,0,0,0
Annapolis,2,4,2,0.6666666666666666,1,36,27,0,0,0
Antioch,2,4,3,0.75,1.5,34.5,23,0,0,0
Appleton,2,4,0,0,0,0,12,0,0,0
Auburn,2,4,2,1,1,32,17,0,0,0
Bang Phli Yai,2,2,13,0.9285714285714286,6.5,284,105,0,0,0
Bath,2,4,2,1,1,98,18,0,0,0
Battle Creek,2,4,1,0.5,0.5,4,14,0,0,0
Battle Mountain,2,4,3,1,1.5,25,16,0,0,0
Beaumont,2,4,0,0,0,0,12,0,0,0
Bedford,2,4,2,0.5,1,33,14,0,0,0
Belfast,2,4,0,0,0,0,13,0,0,0
Bend,2,4,0,0,0,0,12,0,0,0
Blackpool,2,4,1,0.5,0.5,23.5,20,0,0,0
Bolingbrook,2,4,1,0.3333333333333333,0.5,8,23,0,0,0
Bonsall,2,4,2,0.4,1,61,28,0,0,0
Boulder City,2,0,2,0.6666666666666666,1,0,7,0,0,0
Brampton,2,4,4,1,2,14,31,0,0,0
Bridgeport,2,2,2,1,1,49,9,0,0,0
Brookfield,2,4,0,0,0,4.5,19,0,0,0
Brookhaven,2,4,1,0.5,0.5,0,13,0,0,0
Bucharest,2,4,3,1,1.5,23,17,0,0,0
Cairo,2,4,4,0.6666666666666666,2,16.5,24,0,0,0
Calamba,2,4,2,0.5,1,37.5,26,0,0,0
Calgary,2,4,0,0,0,0,12,0,0,0
California City,2,4,2,1,1,44,22,0,0,0
Caloocan,2,2,8,0.8,4,824,46,0,0,0
Cambridge,2,4,2,0.6666666666666666,1,54.5,29,0,0,0
Canadian,2,2,1,0.3333333333333333,0.5,124,10,0,0,0
Canyon Lake,2,4,3,0.75,1.5,57,34,0,0,0
Cape Coral,2,4,0,0,0,0,12,0,0,0
Carmel Hamlet,2,4,1,0.5,0.5,41,19,0,0,0
Cebu City,2,4,3,0.375,1.5,34,27,0,0,0
Centralia,2,2,2,0.6666666666666666,1,90,14,0,0,0
Ceres,2,2,1,0.3333333333333333,0.5,7,12,0,0,0
Chandler,2,4,1,0.3333333333333333,0.5,0,13,0,0,0
Charlottesville,2,4,0,0,0,0,12,0,0,0
